title,abstract,bodytext
Does spatial proximity drive norovirus transmission during outbreaks in hospitals? Title Does spatial proximity drive norovirus transmission during outbreaks in hospitals?,"To assess the role of spatial proximity, defined as patients sharing bays, in the spread of norovirus during outbreaks in hospitals.","Norovirus is the commonest cause of gastrointestinal infection worldwide [1] . There are between two and three million cases occurring each year in the United Kingdom [2, 3] ."
"Nucleolar Localization of HIV-1 Rev Is Required, Yet Insufficient for Production of Infectious Viral Particles","Combination antiretroviral therapy fails in complete suppression of HIV-1 due to drug resistance and persistent latency. Novel therapeutic intervention requires knowledge of intracellular pathways responsible for viral replication, specifically those untargeted by antiretroviral drugs. An understudied phenomenon is the nucleolar localization of Rev phosphoprotein, which completes nucleocytoplasmic transport of unspliced/partially spliced HIV mRNA through multimerization with intronic cis-acting targets-the Rev-response element (RRE). Rev contains a nucleolar localization signal (NoLS) comprising the COOH terminus of the arginine-rich motif for accumulation within nucleoli-speculated as the interaction ground for Rev with cellular proteins mediating mRNA-independent nuclear export and splicing. Functionality of Rev nucleolar access during HIV-1 production and infection was investigated in the context of deletion and single-point mutations within Rev-NoLS. Mutations induced upon Rev-NoLS are hypothesized to inactivate the HIV-1 infectious cycle. HIV-1 HXB2 replication ceased with Rev mutations lacking nucleolar access due to loss or replacement of multiple arginine residues. Rev mutations missing single arginine residues remained strictly nucleolar in pattern and participated in proviral production, however, with reduced efficiency. Viral RNA packaging also decreased in efficiency after expression of nucleolar-localizing mutations. These results were observed during propagation of variant HIV-1 NL4-3 containing nucleolar-localizing mutations within the viral backbone (M4, M5, and M6). Lentiviral particles produced with Rev single-point mutations were transducible at extremely low frequency. Similarly, HIV-1 NL4-3 Rev-NoLS variants lost infectivity, unlike virulent WT (wild type) HIV-1 NL4-3 . HIV-1 NL4-3 variants were capable of CD4 + host entry and reverse transcription as WT HIV-1 NL4-3 , but lacked ability to complete a full infectious cycle. We currently reveal that viral integration is deregulated in the presence of Rev-NoLS mutations.","A n underexplored area in HIV-1 research is the nucleolar pathway viral proteins Tat and Rev participate in during viral proliferation. Unlike Tat, which accumulates in the nucleus and nucleolus, Rev has mainly nucleolar subcellular localization. Upon viral infection, HIV genomic reverse transcription and proviral integration into host chromosome leads to cellular Pol II-dependent early expression of env-derived proteins Tat, Rev, and Nef. Tat facilitates transcription and expression of viral genes after association with a transactivation response element (TAR) found within 5¢ LTR of HIV transcripts. [1] [2] [3] [4] Rev achieves nucleocytoplasmic transport of HIV mRNAs through recognition of the Rev-response element (RRE) [4] [5] [6] [7] ''A'' conformation within env."
"Etiology, Seasonality, and Clinical Features of Viral Respiratory Tract Infections in Children Hospitalized With Acute Bronchiolitis: A Single-Center Study","The purpose of this study was to evaluate the viral frequency, seasonality, and clinical and demographic features of patients hospitalized with acute bronchiolitis. A cross-sectional, descriptive study was performed in 316 infants younger than 2 years of age who were hospitalized for acute viral bronchiolitis. Respiratory tract infection agents were investigated with polymerase chain reaction (PCR). A total of 316 infants were included in this study. Of the 316 infants, at least one respiratory tract pathogen was detected in 75% (237/316). Respiratory syncytial virus (RSV) was the most common virus identified in 127 infants (40.1%) followed by rhinovirus (n = 78, 24.6%). In this study, where viral agents were determined via PCR in patients who were followed-up due to the diagnosis of acute bronchiolitis, RSV was detected as the most common agent, as in other studies. In almost half of the RSV-positive patients, RSV was accompanied by a second or third agent.","Acute bronchiolitis (AB), which is the most common acute lower respiratory system disease in infants, is often caused by a viral infection. It is especially the leading cause of hospitalization in infants under 6 months of age. 1, 2 Epidemic peaks of AB are frequently seen during the winter season. Respiratory syncytial virus (RSV) is usually the cause of 50% to 80% of the cases, but other viruses including adenovirus, influenza virus, and parainfluenza virus have also been reported to cause AB as the sole pathogen or as coinfection with or without RSV. 3, 4 With various polymerase chain reaction (PCR) techniques, possible new agents like rhinovirus, human metapnomovirus, human bocavirus, Bordatella pertussis, and atypical pathogens were also described as the leading causes of AB. [5] [6] [7] Having a cardiovascular disease, chronic pulmonary disease, immunodeficiency, and premature birth increase the risk of AB-associated respiratory failure, or even death. 8 The World Health Organization has reported that RSV is the causative pathogen for over 30 million new acute lower respiratory infection episodes in children under 5 years of age and it gives rise to more than 3.4 million hospital admissions and 160 000 deaths every year. 9, 10 The diagnosis of AB is made based on typical history with wheezing and characteristic clinical features such as tachypnea, nasal flaring, chest retractions, and wheezing and/or rales followed by a viral upper respiratory infection in infants. The American Academy of Pediatrics (AAP) 2006 11 Chest radiographs and laboratory studies may be thought of on clinical suspicion after evaluating the differential diagnosis for secondary or comorbid bacterial infection, complications, or other conditions. Viral diagnosis methods including antigen detection or immunofluorescence of nasal secretion wash or nasal aspiration, rapid antigen tests, and PCR are only suggested for identifying specific viral agents in children with bronchiolitis if the results will determine discontinuation of palivizumab prophylaxis, initiation or continuation/discontinuation of antibiotic therapy. [12] [13] [14] [15] Majority of studies have recently researched the burden of respiratory viral tract infection agents in AB with larger groups. In these studies, epidemiological, clinical, and risk factors of AB have also been defined. So, it can be said that AB is frequent in infancy and that there is an increase in the number of admissions to hospitals and bronchiolitis-related morbidity."
The battle against SARS and MERS coronaviruses: Reservoirs and Animal Models,"In humans, infection with the coronavirus, especially the severe acute respiratory syndrome coronavirus (SARS-CoV) and the emerging Middle East respiratory syndrome coronavirus (MERS-CoV), induces acute respiratory failure, resulting in high mortality. Irregular coronavirus related epidemics indicate that the evolutionary origins of these two pathogens need to be identified urgently and there are still questions related to suitable laboratory animal models. Thus, in this review we aim to highlight key discoveries concerning the animal origin of the virus and summarize and compare current animal models.","In the aftermath of the SARS outbreak, its high morbidity and mortality made the identification of natural reservoirs and an appropriate animal model necessary in order to ascertain the interspecies transmission chain, to develop procedures for protecting public health, to promote research on the SARS-CoV mechanism, and to establish animal models for use in developing antivirals and vaccines."
Respiratory viral infections in children and adolescents with hematological malignancies,"Background: Despite the introduction of a polymerase chain reaction (PCR) test for the diagnosis of respiratory viral infection (RVI), guidance on the application of this test and the management of RVI in immunocompromised children is lacking. This study evaluated the clinical characteristics of RVI and established strategies for the PCR test in children and adolescents with hematological malignancies.","Introduction. Infection is the main cause of treatmentrelated mortality in patients with hematological malignancies. 1 Therefore, the early diagnosis and treatment of infection, as well as infection prevention, are essential to improve the prognosis of immune compromised patients. In these patients, neutropenic fever (NF) has been the focus, and bacterial and fungal infection is emphasized. 2 Among viruses, Herpesviridae, which maintains latency and reactivates during immune suppression caused by anti-cancer chemotherapy and hematopoietic cell transplantation (HCT), is considered a major pathogen. However, the causative pathogens are not identified in 53-79% of patients with NF, 3, 4 and some of which may be respiratory viruses (RVs)."
,"Taiwan's National Laboratory System is one of the action packages of the Global Health Security Agenda, which was launched by the World Health Organization (WHO) to promote health security as an international priority and to encourage progress toward full implementation of the WHO International Health Regulations (IHR) 2005. The mission of each national laboratory system is to conduct real-time biosurveillance and effective laboratory-based diagnostics, as measured by a nationwide laboratory system able to reliably conduct diagnoses on specimens transported properly to designated laboratories from at least 80% of the regions in the country. In Taiwan, the national laboratory system for public health is well-established and coordinated by the Taiwan Centers for Disease Control (CDC), which is the government authority in charge of infectious disease prevention and intervention. Through the national laboratory system, Taiwan CDC effectively detects and characterizes pathogens that cause communicable diseases across the entire country, including both known and novel threats, and also conducts epidemiologic analyses of infectious diseases. In this article, we describe the national laboratory system for public health in Taiwan. We provide additional information on the national influenza laboratory surveillance network to demonstrate how our national laboratory systems work in practice, including descriptions of long-term seasonal influenza characterization and successful experiences identifying novel H7N9 and H6N1 influenza viruses.","T he Global Health Security Agenda (GHSA) encourages collaboration on the national and international levels to promote health security. There are 11 action packages spanning a prevent-detect-response framework to facilitate regional and global collaboration toward the objectives of GHSA. 1 The National Laboratory System is one of the GHSA action packages (Detect-1) whose goals are to conduct real-time biosurveillance and effective laboratory-based diagnostics, as measured by a nationwide laboratory system able to reliably conduct diagnoses on specimens transported to designated laboratories from at least 80% of the regions in the country. Laboratory testing for detection of country-specific priority diseases, the specimen referral and transport system, use of effective point-of-care and laboratory-based diagnostics, and a well-organized laboratory quality system are the 4 essential components of an effective national laboratory system."
"Molecular detection and phylogenetic properties of isolated infectious bronchitis viruses from broilers in Ahvaz, southwest Iran, based on partial sequences of spike gene","Infectious bronchitis (IB) is a highly contagious disease involving mostly upper respiratory tract in chickens, leading to significant economic losses in the poultry industry worldwide. One of the major concerns regarding to IB is the emergence of new types of infectious bronchitis viruses (IBVs). The purpose of this study was to identify the IBVs isolated from Iranian broiler chickens with respiratory symptoms. Twenty-five broiler flocks around Ahwaz (southwest of Iran) were examined for IBV. The specimens including trachea, lung, liver, kidney, and ceacal tonsil, were collected from diseased birds and inoculated into chicken embryonated eggs. Harvested allantoic fluids were subjected to reverse transcription polymerase chain reaction (RT-PCR) using primers in order to amplify spike 1 (S1) gene of IBV. The RT-PCR products of four IBV isolates were sequenced. The results showed that from 25 examined flocks with respiratory disease, 12 flocks (48.00%) were positive for IBV. In phylogenetic analysis, our isolates were closely related to the QX-like viruses such as PCRLab/06/2012 (Iran), QX, HC9, HC10, CK/CH/GX/NN11-1, CK/CH/JS/YC11-1, CK/CH/JS/2010/13, CK/CH/JS/2011/2 (China), QX/SGK-21, QX/SGK-11 (Iraq) with nucleotide homology up to 99.00%. This study indicates the role of IBVs in the respiratory disorders of broiler flocks located in southwest Iran, and also the existence of a variant of IBV, which is distinguishable from the other Iranian variants.","Infectious bronchitis (IB) is an acute contagious viral infection with low mortality and a significant reduction in performance in chicken. The causative agent of IB is infectious bronchitis virus (IBV) which is an enveloped, single-stranded, positive sense and RNA virus belonging to the family Coronaviridae, the genus gamma Coronavirus. The virus consists of three important structural proteins: the nucleocapsid (N), the membrane (M), and the spike (S1 and S2) glycoproteins. The nucleotide sequence of the S1 gene is highly variable, which makes it prone to mutation and emergence of new variants of the virus. For this reason, the molecular classification of IBVs is based on the investigation of the S1 gene. 1 Vaccination is one of the best ways of immunization of susceptible birds. However, vaccinated flocks may experience disease involvement because there is almost no cross-protection among serotypes. 2 Consequently, the viral strains that exist in a different geographical area must first be identified and their pathogenicity should be determined in order to select an appropriate virus strain for vaccination."
ARTICLE Reconstructing propagation networks with natural diversity and identifying hidden sources,"Our ability to uncover complex network structure and dynamics from data is fundamental to understanding and controlling collective dynamics in complex systems. Despite recent progress in this area, reconstructing networks with stochastic dynamical processes from limited time series remains to be an outstanding problem. Here we develop a framework based on compressed sensing to reconstruct complex networks on which stochastic spreading dynamics take place. We apply the methodology to a large number of model and real networks, finding that a full reconstruction of inhomogeneous interactions can be achieved from small amounts of polarized (binary) data, a virtue of compressed sensing. Further, we demonstrate that a hidden source that triggers the spreading process but is externally inaccessible can be ascertained and located with high confidence in the absence of direct routes of propagation from it. Our approach thus establishes a paradigm for tracing and controlling epidemic invasion and information diffusion in complex networked systems. ½S i ðt 2 Þ þ S i ðt 6 Þ=2 and hS i ðt 2 þ 1Þi ¼ ½S i ðt 12 Þ þ S i ðt 14 Þ=2 based on the remaining strings marked in different colours (see Methods for more details). CST can be used to reconstruct the neighbouring vector X of node 2 from Y and U from Y ¼ U . X.","O ne of the outstanding problems in interdisciplinary science is nonlinear and complex systems identification, prediction and control. Given a complex dynamical system, the various types of dynamical processes are of great interest. The ultimate goal in the study of complex systems is to devise practically implementable strategies to control the collective dynamics. A great challenge is that the network structure and the nodal dynamics are often unknown but only limited measured time series are available. To control the system dynamics, it is imperative to be able to map out the system details from data. Reconstructing complex network structure and dynamics from data, the inverse problem, has thus become a central issue in contemporary network science and engineering 1-8 . There are broad applications of the solutions of the network reconstruction problem, due to the ubiquity of complex interacting patterns arising from many systems in a variety of disciplines [9] [10] [11] [12] ."
Trends in Incident and Recurrent Rates of First-Ever Ischemic Stroke in Taiwan between 2000 and 2011,"The burden of stroke is comparatively greater in Asian countries than in the Western world. While there has been a documented recent decline in the incidence of stroke in several Western nations due to better risk factor management, much less is known about the nature and trajectory of stroke in Asia over the last decade. The objective of this study was to explore risk factors, medication use, incidence, and one-year recurrence of stroke in Taiwan. Methods We conducted a nationwide cohort study by reviewing all hospitalized patients ( ≥ 18 years) with a primary diagnosis of ischemic stroke between 2001 and 2011 from Taiwan National Health Insurance Research Database. Results A total of 291,381 first-ever ischemic stroke patients were enrolled between 2000 and 2011. The average age was about 70 years and approximately 58.6% of them were men. While prevalence of diabetes mellitus and hyperlipidemia, as well as use of statins, antiplatelet agents, and oral anticoagulant agents for atrial fibrillation significantly increased; incidence (142.3 vs. 129.5 per 100,000 in 2000 and 2011, respectively) and one-year recurrence (9.6% vs. 7.8% in 2000 and 2011, respectively) of stroke declined during this period of time.","Compared with a nonfatal myocardial infarction, a nonfatal stroke causes a 1.5-fold greater loss of disability-adjusted lifeyear. 1 Nonetheless, over the past decade there has been a clear and impressive decline in the incidence of stroke in several Western nations. [2] [3] [4] [5] The positive change in the occurrence of stroke in these countries has been attributed primarily to better screening and treatment of established risk factors for stroke, particularly hypertension. 6 The burden of stroke is greater in Asian countries than in the Western world, including a substantially higher incidence of stroke than myocardial infarc-tion. [7] [8] [9] However, data on the extent to which several Asia countries have recently fared with regard to improvement in stroke outcomes are relatively sparse. One study suggested the incidence of stroke decreased from 1961 to 2000 in Japan 7 and an overview study revealed that recurrent stroke decreased in each decade from 1960 to 2010. 10 Certainly more nationwide data on the evolving nature and trajectory of stroke in Asia are needed for research and planning purposes. The objective of this study was to explore risk factors, medication use, incidence, and one-year recurrence of stroke using the entire population in Taiwan by National Health Insurance Research Database (NHIRD)."
-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). Infectious Disease Modelling 5 (2020) 264e270,"An outbreak of COVID-19 developed aboard the Princess Cruises Ship during January eFebruary 2020. Using mathematical modeling and time-series incidence data describing the trajectory of the outbreak among passengers and crew members, we characterize how the transmission potential varied over the course of the outbreak. Our estimate of the mean reproduction number in the confined setting reached values as high as~11, which is higher than mean estimates reported from community-level transmission dynamics in China and Singapore (approximate range: 1.1e7). Our findings suggest that R t decreased substantially compared to values during the early phase after the Japanese government implemented an enhanced quarantine control. Most recent estimates of R t reached values largely below the epidemic threshold, indicating that a secondary outbreak of the novel coronavirus was unlikely to occur aboard the Diamond Princess Ship.","While the novel coronavirus (Covid-19) spread rapidly throughout China for several weeks since December 2019, the virus had not taken off outside China in part due to the unprecedented social distancing measures that the Chinese government put in place. One exception is the outbreak of COVID-19 that developed aboard the Diamond Princess Ship which was detected in early February when one of its passengers, a traveler from Hong Kong, tested positive for the novel coronavirus. The number of cases in the Diamond Princess Ship quickly jumped to 454 confirmed cases by February 18, 2020. In contrast, the total number of cases in Singapore, one of the countries with the highest number of COVID-19 cases after China, was only 77 at the time (WHO, 2019) ."
"Identification of RNase L-Dependent, 3=-End-Modified, Viral Small RNAs in Sindbis Virus-Infected Mammalian Cells","Small RNAs play a critical role in host-pathogen interaction. Indeed, small RNA-mediated silencing or RNA interference (RNAi) is one of the earliest forms of antiviral immunity. Although it represents the main defense system against viruses in many organisms, the antiviral role of RNAi has not been clearly proven in higher vertebrates. However, it is well established that their response to viral infection relies on the recognition of viral RNAs by host pattern recognition receptors (PRRs) to trigger activation of the interferon pathway. In the present work, we report the existence of a novel small noncoding RNA population produced in mammalian cells upon RNA virus infection. Using Sindbis virus (SINV) as a prototypic arbovirus model, we profiled the small RNA population of infected cells in both human and African green monkey cell lines. Here, we provide evidence for the presence of discrete small RNAs of viral origin that are not associated with the RNA-induced silencing complex (RISC), that are highly expressed and detected by Northern blot analysis, and that accumulate as 21-to 28-nucleotide (nt) species during infection. We report that the cellular antiviral endoribonuclease RNase L cleaves the viral genome, producing in turn the small RNAs. Surprisingly, we uncovered the presence of a modification on the 3=-end nucleotide of SINV-derived viral small RNAs (SvsRNAs) that might be at the origin of their stability. Altogether, our findings show that stable modified small viral RNAs could represent a novel way to modulate host-virus interaction upon SINV infection.","continuous arms race with their hosts, the outcome of which might ultimately result in either viral persistence, clearance of the viral infection, or death of the infected cells. The arsenal of antiviral defenses and viral counter defense mechanisms is vast and very diverse among the different phyla of life. Plants, insects, nematodes, and fungi mostly (if not exclusively) rely upon an innate immune response, whereas mammals have evolved an adaptive response in addition to this first line of defense. In the former organisms, the antiviral component of the innate immune response is mainly based on a highly conserved process commonly referred to as RNA silencing, or RNA interference (RNAi). In this phenomenon, long double-stranded RNAs of viral origin are cleaved by the RNase Dicer into small interfering RNAs (siRNAs), which are then assembled into effector complexes that contain a member of the Argonaute (Ago) family; this results in targeted degradation of viral messenger or genomic RNAs (1) ."
Apoptotic signals induce specific degradation of ribosomal RNA in yeast,"Organisms exposed to reactive oxygen species, generated endogenously during respiration or by environmental conditions, undergo oxidative stress. Stress response can either repair the damage or activate one of the programmed cell death (PCD) mechanisms, for example apoptosis, and finally end in cell death. One striking characteristic, which accompanies apoptosis in both vertebrates and yeast, is a fragmentation of cellular DNA and mammalian apoptosis is often associated with degradation of different RNAs. We show that in yeast exposed to stimuli known to induce apoptosis, such as hydrogen peroxide, acetic acid, hyperosmotic stress and ageing, two large subunit ribosomal RNAs, 25S and 5.8S, became extensively degraded with accumulation of specific intermediates that differ slightly depending on cell death conditions. This process is most likely endonucleolytic, is correlated with stress response, and depends on the mitochondrial respiratory status: rRNA is less susceptible to degradation in respiring cells with functional defence against oxidative stress. In addition, RNA fragmentation is independent of two yeast apoptotic factors, metacaspase Yca1 and apoptosis-inducing factor Aif1, but it relies on the apoptotic chromatin condensation induced by histone H2B modifications. These data describe a novel phenotype for certain stress-and ageingrelated PCD pathways in yeast.","Gene expression in all organisms is regulated at multiple levels, including transcription initiation, mRNA stability and turnover, translation and protein degradation. Not surprisingly, rapid changes in cell metabolism and most responses to environmental stimuli involve significant flux of many cellular RNAs, of which mRNA transcriptome profiles have been most extensively studied to date (1, 2) . However, also stable RNAs, such as ribosomal, transfer, nuclear and nucleolar RNAs (rRNAs, tRNAs, snRNAs and snoRNAs), are likely to undergo specific transformations in altered conditions. It has been demonstrated that certain pathways of cell death are accompanied by the destruction of nucleic acids. For example, in metazoans the programmed cell death (PCD) called apoptosis, in addition to irreversible DNA damage, which is considered an apoptotic hallmark (3) , also involves specific cleavage of several RNA species, including 28S rRNA, U1 snRNA or Ro RNP-associated Y RNAs (4) . It was proposed that rRNA degradation could contribute to cell autodestruction, whereas degradation of anti-apoptotic factors mRNAs would accelerate apoptosis. In higher eukaryotes, RNA cleavage is probably carried out by RNase L, a 2 0 5 0 -oligoadenylate-dependent endoribonuclease, which functions in RNA decay during the interferon-induced response to viral infection, and whose activation in animal cells causes apoptosis (5) (6) (7) . However, RNase L-independent cleavage of 28S rRNA in virus infected cells has also been reported (8) ."
NOTE Sterile nodular panniculitis with lung and lymph node involvement in a Siberian tiger (Panthera tigris altica),"A 2-to 4-year-old uncastrated male Siberian tiger (Panthera tigris altica) bred in a local wild animal park presented with generalized clinical signs including abdominal pain, fever, lethargy, and anorexia, along with subcutaneous nodules along the trunk. The patient subsequently died of chronic, progressive dyspnea despite 45 days of antibiotic treatment. At necropsy, mesenteric fat inflammation and multiple subcutaneous, peritoneal, and intraabdominal nodules were observed. The lungs demonstrated congestion and heavy coagulation, and necrotic foci were observed on the cut surface. Histopathologically, the nodules were identified as granulomatous fatty tissue with numerous lymphocytes, infiltration with lipid-laden macrophages, and fibrosis. These changes were also noted in the lung. The etiology of this condition remains undetermined.","Panniculitides are a group of heterogeneous inflammatory diseases involving the subcutaneous fat that are characterized by the development of inflammatory nodules or swelling within subcutaneous tissues. The lower extremities are most frequently affected, and lesions are typically accompanied by systemic symptoms. Despite a wide range of causes, most forms of panniculitis involve the same clinical features."
Herbal drug BNO 1016 is safe and effective in the treatment of acute viral rhinosinusitis,"Conclusion: Daily intake of 480 mg of BNO 1016 for 15 days is an effective treatment in acute viral rhinosinusitis. Objectives: The pooled efficacy data of two similar randomized placebo-controlled clinical trials were analyzed. Safety was evaluated on the basis of the individual trials. Methods: The efficacy analysis was based on 589 patients. Treatment was performed orally with either 3 Â 160 mg BNO 1016 (n = 294) or 3 Â placebo (n = 295) for 15 days. In both trials patients underwent five visits to the investigational sites. Symptoms were evaluated according to the EPOS 2012 guideline. Ultrasonography was used to confirm the diagnosis at onset of treatment and the remission of symptoms at the last visit. Efficacy was evaluated by the investigator as the mean major symptom score (MSS) at the end of treatment (visit 5, day 14). Patients reported symptoms and social/ emotional consequences of rhinosinusitis using a quality of life questionnaire (SNOT-20 GAV). Results: MSS improved during the treatment period by a mean of 10.02 ± 1.61 score points to 2.47 ± 2.55 for BNO 1016 and of 9.87 ± 1.52 to 3.63 ± 3.63 for placebo. Differences between treatment groups at end of therapy (1.16 ± 3.14 score points; p < 0.0001) and patient-assessed quality of life (p = 0.0015) were statistically significant in favor of BNO 1016.",During recent years the concept rhinosinusitis has been introduced to elucidate that an inflammation occurs simultaneously in the nose and the paranasal sinuses. A rhinosinusitis usually involves one or several paranasal sinuses. It might be confirmed by ultrasonography or as an opacification in X-ray investigation. According to the European Position Paper on Rhinosinusitis and Nasal Polyps (EPOS 2012) acute rhinosinusitis (ARS) is definedbesides as an inflammation of the nose and paranasal sinusesby two or more of the following characteristic symptoms: nasal congestion or secretion combined with facial pain or pressure or loss/reduction of smell [1] .
The role of C5a in acute lung injury induced by highly pathogenic viral infections,"The complement system, an important part of innate immunity, plays a critical role in pathogen clearance. Unregulated complement activation is likely to play a crucial role in the pathogenesis of acute lung injury (ALI) induced by highly pathogenic virus including influenza A viruses H5N1, H7N9, and severe acute respiratory syndrome (SARS) coronavirus. In highly pathogenic virus-induced acute lung diseases, high levels of chemotactic and anaphylatoxic C5a were produced as a result of excessive complement activaiton. Overproduced C5a displays powerful biological activities in activation of phagocytic cells, generation of oxidants, and inflammatory sequelae named ''cytokine storm'', and so on. Blockade of C5a signaling have been implicated in the treatment of ALI induced by highly pathogenic virus. Herein, we review the literature that links C5a and ALI, and review our understanding of the mechanisms by which C5a affects ALI during highly pathogenic viral infection. In particular, we discuss the potential of the blockade of C5a signaling to treat ALI induced by highly pathogenic viruses.","The epithelium of the lung is vulnerable to damage caused by inhaled microorganisms and other noxious particles. Many studies suggested the presence of complement components at the alveolar epithelium, where inhaled airborne particles and microorganisms are deposited. [1] [2] [3] In addition, the complement system has been implicated in the development of acute lung diseases induced by highly pathogenic viruses including influenza A virus H1N1, 4 H5N1, 5 H7N9, 6 severe acute respiratory syndrome coronavirus (SARS-Cov), 7 Middle East respiratory syndrome coronavirus (MERS-Cov). 8 However, the specific contributions of complement to lung diseases based on innate and adaptive immunity are just beginning to emerge. Elucidating the role of complement-mediated immune regulation in these diseases will help identify new targets for therapeutic interventions. 9 Complement activation leads to the formation of bioactive molecules, including the anaphylatoxins, C3a and C5a, and the lytic membrane attack complex (C5b-9). 10 The complement-activated product C5a is a strong chemoattractant and is involved in the recruitment of inflammatory cells such as neutrophils, eosinophils, monocytes, and T lymphocytes, in activation of phagocytic cells and release of granulebased enzymes and generation of oxidants. 10 C5a also displays other powerful biological activities including inducing ''cytokine storm.'' On the other hand, blockade of C5a signaling has demonstrated potential benefits in the treatment of acute lung injury (ALI) induced by highly pathogenic viruses. In this article, we summarize recent developments in our understanding of the role of C5a in mediating aute lung injury induced by highly pathogenic viruses."
"High proportion of MERS-CoV shedding dromedaries at slaughterhouse with a potential epidemiological link to human cases, Qatar 2014","Two of the earliest Middle East respiratory syndrome (MERS) cases were men who had visited the Doha central animal market and adjoining slaughterhouse in Qatar. We show that a high proportion of camels presenting for slaughter in Qatar show evidence for nasal MERS-CoV shedding (62/105). Sequence analysis showed the circulation of at least five different virus strains at these premises, suggesting that this location is a driver of MERS-CoV circulation and a high-risk area for human exposure. No correlation between RNA loads and levels of neutralizing antibodies was observed, suggesting limited immune protection and potential for reinfection despite previous exposure.","D romedary camels are likely the primary source of Middle East respiratory syndrome virus (MERS-CoV) infection in humans, but further evidence is needed to support their role in zoonotic transmission. Two of the earliest diagnosed cases in Qatar were men who had visited the Doha central animal market and the adjoining central slaughterhouse (Farag, pers. comm.). Therefore, pre-and postmortem sampling was conducted on dromedary camels (n0105) at the central slaughterhouse in Doha, Qatar. Nasal, oral, and rectal swabs collected prior to slaughter were tested for the presence of MERS-CoV RNA. Most of the camels that were sampled showed evidence for MERS-CoV shedding at the time of slaughter (59%). Sequence analysis showed the circulation of at least five different virus strains at the slaughterhouse premises. An understanding of the extent and pattern of MERS-CoV shedding by dromedaries presenting for slaughter provides insight into the risks for MERS-CoV exposure of persons with occupational contact with live camels and their carcasses."
Bacterial and Viral Identification Rate in Acute Exacerbation of Chronic Obstructive Pulmonary Disease in Korea,The most common cause of acute exacerbation of chronic obstructive pulmonary disease (AECOPD) is respiratory infection. Most studies of bacterial or viral cause in AECOPD have been conducted in Western countries. We investigated bacterial and viral identification rates in AECOPD in Korea.,"Chronic obstructive pulmonary disease (COPD) is an obstructive lung disease caused by smoking and air pollution. 1,2 COPD patients often experience sudden aggravation of respiratory symptoms called acute exacerbation of COPD (AECOPD), and require additional treatment. AECOPD leads to deterioration in quality of life and substantial morbidity and mortality. [3] [4] [5] A major cause of AECOPD is bacterial or viral infection. [6] [7] [8] Bacterial and viral infections have regional variability, and epidemiological characteristics should be considered during treatment. However, most previous analyses of bacterial and viral identification rates in AECOPD have been conducted in Western countries; [9] [10] [11] [12] studies in Asia are scarce and unclear. The purpose of this study was to retrospectively analyze bacterial and viral identification rates in AECOPD in Korea based on epidemiological factors."
Characterization of a Novel Influenza Virus in Cattle and Swine: Proposal for a New Genus in the Orthomyxoviridae Family,"We have recently reported the isolation of a novel virus, provisionally designated C/swine/Oklahoma/1334/2011 (C/ OK), with 50% overall homology to human influenza C viruses (ICV), from a pig in Oklahoma. Deep RNA sequencing of C/OK virus found a matrix 1 (M1) protein expression strategy that differed from that of ICV. The novelty of C/OK virus prompted us to investigate whether C/OK virus could exist in a nonswine species. Significantly, we found that C/OK virus was widespread in U.S. bovine herds, as demonstrated by reverse transcription (RT)-PCR and serological assays. Genome sequencing of three bovine viruses isolated from two herds in different states further confirmed these findings. To determine whether swine/bovine C/OK viruses can undergo reassortment with human ICV, and to clarify the taxonomic status of C/OK, in vitro reassortment and serological typing by agar gel immunodiffusion (AGID) were conducted. In vitro reassortment using two human ICV and two swine and bovine C/OK viruses demonstrated that human ICV and C/OK viruses were unable to reassort and produce viable progeny. Antigenically, no cross-recognition of detergent split virions was observed in AGID between human and nonhuman viruses by using polyclonal antibodies that were reactive to cognate antigens. Taken together, these results demonstrate that","but distant subtype of ICV. Previously, only influenza A viruses were thought to possess multiple subtypes (10) . Cocirculation of multiple influenza virus subtypes allows for antigenic shift, the process of rapid evolution mediated by reassortment of the genomic RNA segments of two parent viruses."
